E_LOSS,E_RGB_RL,E_THERMAL_RL,E_SL,D_LOSS,D_SL,D_RL_REAL,D_RL_FAKE,D_GP,
[E16S24],9.72e-02,5.58e-02,6.72e-03,4.14e-01,1.60e+00,1.37e+00,1.04e-02,6.72e-03,4.22e-02,
[E16S25],8.19e-02,5.10e-02,6.96e-03,3.09e-01,1.71e+00,1.49e+00,1.04e-02,6.96e-03,4.10e-02,
[E16S26],9.96e-02,6.26e-02,7.83e-03,3.70e-01,1.62e+00,1.40e+00,1.02e-02,7.83e-03,4.06e-02,
[E16S27],8.32e-02,5.02e-02,7.44e-03,3.29e-01,1.69e+00,1.47e+00,9.43e-03,7.44e-03,4.12e-02,
[E16S28],8.67e-02,5.20e-02,7.41e-03,3.48e-01,1.68e+00,1.46e+00,1.04e-02,7.41e-03,4.05e-02,
[E16S29],9.25e-02,5.31e-02,7.97e-03,3.94e-01,1.65e+00,1.42e+00,1.20e-02,7.97e-03,4.24e-02,
[E16S30],9.29e-02,5.15e-02,7.33e-03,4.14e-01,1.62e+00,1.40e+00,1.06e-02,7.33e-03,4.01e-02,
[E16S31],7.88e-02,5.12e-02,6.16e-03,2.77e-01,1.64e+00,1.41e+00,1.04e-02,6.16e-03,4.21e-02,
[E16S32],9.46e-02,5.25e-02,7.01e-03,4.21e-01,1.63e+00,1.41e+00,1.11e-02,7.01e-03,4.16e-02,
[E16S33],9.38e-02,5.21e-02,6.85e-03,4.17e-01,1.63e+00,1.40e+00,9.48e-03,6.85e-03,4.31e-02,
[E16S34],8.40e-02,5.24e-02,7.30e-03,3.17e-01,1.66e+00,1.43e+00,1.05e-02,7.30e-03,4.25e-02,
[E16S35],8.33e-02,5.48e-02,7.61e-03,2.85e-01,1.66e+00,1.44e+00,9.87e-03,7.61e-03,4.17e-02,
[E16S36],1.06e-01,5.01e-02,6.87e-03,5.60e-01,1.68e+00,1.44e+00,9.75e-03,6.87e-03,4.39e-02,
[E16S37],5.30e-02,5.27e-02,7.67e-03,2.35e-03,1.74e+00,1.53e+00,1.10e-02,7.67e-03,3.79e-02,
[E16S38],1.05e-01,5.31e-02,7.30e-03,5.23e-01,1.59e+00,1.38e+00,9.79e-03,7.30e-03,3.73e-02,
[E16S39],5.74e-02,5.32e-02,6.93e-03,4.18e-02,1.70e+00,1.47e+00,1.03e-02,6.93e-03,4.33e-02,
[E16S40],1.29e-01,5.35e-02,6.72e-03,7.53e-01,1.66e+00,1.45e+00,9.59e-03,6.72e-03,3.81e-02,
[E16S41],4.10e-02,5.19e-02,7.34e-03,-1.09e-01,1.71e+00,1.51e+00,1.03e-02,7.34e-03,3.70e-02,
[E16S42],1.16e-01,6.15e-02,8.95e-03,5.49e-01,1.71e+00,1.52e+00,1.22e-02,8.95e-03,3.54e-02,
[E16S43],6.05e-02,5.33e-02,9.05e-03,7.18e-02,1.71e+00,1.51e+00,1.14e-02,9.05e-03,3.62e-02,
[E16S44],1.08e-01,5.37e-02,9.20e-03,5.44e-01,1.67e+00,1.47e+00,1.11e-02,9.20e-03,3.77e-02,
[E16S45],6.91e-02,5.67e-02,1.02e-02,1.24e-01,1.67e+00,1.46e+00,1.24e-02,1.02e-02,3.77e-02,
[E16S46],1.10e-01,5.30e-02,1.01e-02,5.72e-01,1.68e+00,1.47e+00,1.26e-02,1.01e-02,3.85e-02,
[E16S47],5.97e-02,5.51e-02,8.87e-03,4.65e-02,1.70e+00,1.50e+00,1.05e-02,8.87e-03,3.73e-02,
[E16S48],1.16e-01,5.47e-02,8.67e-03,6.12e-01,1.62e+00,1.41e+00,1.18e-02,8.67e-03,3.76e-02,
[E16S49],6.72e-02,5.22e-02,7.90e-03,1.50e-01,1.64e+00,1.42e+00,1.12e-02,7.90e-03,3.96e-02,
[E16S50],1.09e-01,5.23e-02,7.46e-03,5.62e-01,1.67e+00,1.46e+00,1.09e-02,7.46e-03,3.94e-02,
[E16S51],6.03e-02,5.37e-02,8.56e-03,6.60e-02,1.69e+00,1.48e+00,9.60e-03,8.56e-03,3.88e-02,
[E16S52],1.24e-01,5.41e-02,7.93e-03,7.04e-01,1.61e+00,1.39e+00,1.13e-02,7.93e-03,3.90e-02,
[E16S53],5.15e-02,5.65e-02,8.90e-03,-4.98e-02,1.66e+00,1.46e+00,1.15e-02,8.90e-03,3.77e-02,
[E16S54],1.28e-01,5.37e-02,9.34e-03,7.38e-01,1.73e+00,1.52e+00,1.24e-02,9.34e-03,3.83e-02,
[E16S55],4.66e-02,5.26e-02,1.03e-02,-6.02e-02,1.71e+00,1.51e+00,1.27e-02,1.03e-02,3.52e-02,
[E16S56],1.06e-01,5.34e-02,7.68e-03,5.22e-01,1.65e+00,1.45e+00,1.08e-02,7.68e-03,3.64e-02,
[E16S57],6.27e-02,5.01e-02,8.19e-03,1.25e-01,1.70e+00,1.48e+00,1.03e-02,8.19e-03,3.98e-02,
[E16S58],1.09e-01,5.36e-02,8.57e-03,5.51e-01,1.63e+00,1.41e+00,1.17e-02,8.57e-03,4.04e-02,
[E16S59],7.69e-02,5.43e-02,8.50e-03,2.26e-01,1.65e+00,1.42e+00,1.08e-02,8.50e-03,4.05e-02,
[E16S60],1.06e-01,5.41e-02,8.38e-03,5.14e-01,1.65e+00,1.43e+00,1.21e-02,8.38e-03,4.00e-02,
[E16S61],8.11e-02,5.38e-02,8.21e-03,2.73e-01,1.60e+00,1.39e+00,1.07e-02,8.21e-03,3.89e-02,
[E16S62],1.03e-01,5.17e-02,7.69e-03,5.15e-01,1.66e+00,1.43e+00,1.18e-02,7.69e-03,4.19e-02,
[E16S63],7.39e-02,5.60e-02,7.45e-03,1.79e-01,1.65e+00,1.43e+00,1.04e-02,7.45e-03,4.13e-02,
[E16S64],1.15e-01,5.29e-02,6.54e-03,6.26e-01,1.60e+00,1.38e+00,9.83e-03,6.54e-03,4.10e-02,
[E16S65],6.59e-02,5.37e-02,6.77e-03,1.22e-01,1.65e+00,1.44e+00,9.56e-03,6.77e-03,3.86e-02,
[E16S66],1.05e-01,5.32e-02,7.97e-03,5.19e-01,1.67e+00,1.45e+00,1.05e-02,7.97e-03,3.93e-02,
[E16S67],7.13e-02,5.15e-02,7.09e-03,1.98e-01,1.61e+00,1.39e+00,9.98e-03,7.09e-03,3.99e-02,
[E16S68],1.04e-01,5.17e-02,6.96e-03,5.26e-01,1.69e+00,1.46e+00,9.29e-03,6.96e-03,4.15e-02,
[E16S69],7.36e-02,5.09e-02,6.57e-03,2.27e-01,1.65e+00,1.44e+00,9.89e-03,6.57e-03,3.87e-02,
[E16S70],1.04e-01,6.13e-02,7.81e-03,4.32e-01,1.67e+00,1.44e+00,1.05e-02,7.81e-03,4.26e-02,
[E16S71],6.96e-02,5.84e-02,7.70e-03,1.13e-01,1.72e+00,1.51e+00,1.12e-02,7.70e-03,3.80e-02,
[E16S72],8.85e-02,5.90e-02,7.50e-03,2.95e-01,1.70e+00,1.49e+00,1.01e-02,7.50e-03,3.97e-02,
[E16S73],8.55e-02,5.22e-02,7.27e-03,3.33e-01,1.63e+00,1.41e+00,9.68e-03,7.27e-03,4.00e-02,
[E16S74],1.04e-01,5.37e-02,6.51e-03,5.02e-01,1.60e+00,1.38e+00,9.76e-03,6.51e-03,4.16e-02,
[E16S75],6.88e-02,5.61e-02,7.28e-03,1.27e-01,1.66e+00,1.45e+00,1.02e-02,7.28e-03,3.90e-02,
[E16S76],9.54e-02,5.11e-02,7.35e-03,4.42e-01,1.67e+00,1.46e+00,1.04e-02,7.35e-03,3.86e-02,
[E16S77],7.71e-02,5.24e-02,6.66e-03,2.47e-01,1.62e+00,1.40e+00,9.79e-03,6.66e-03,4.15e-02,
[E16S78],1.04e-01,5.22e-02,6.54e-03,5.20e-01,1.68e+00,1.46e+00,1.01e-02,6.54e-03,4.12e-02,
[E16S79],5.58e-02,5.50e-02,6.97e-03,8.37e-03,1.70e+00,1.49e+00,9.34e-03,6.97e-03,3.86e-02,
[E16S80],1.23e-01,5.11e-02,6.85e-03,7.18e-01,1.70e+00,1.49e+00,9.52e-03,6.85e-03,3.91e-02,
[E16S81],3.39e-02,5.28e-02,7.46e-03,-1.88e-01,1.76e+00,1.57e+00,1.13e-02,7.46e-03,3.59e-02,
[E16S82],9.94e-02,5.23e-02,6.95e-03,4.71e-01,1.74e+00,1.56e+00,1.05e-02,6.95e-03,3.28e-02,
[E16S83],6.83e-02,5.28e-02,7.11e-03,1.55e-01,1.67e+00,1.46e+00,9.42e-03,7.11e-03,3.87e-02,
[E16S84],1.11e-01,5.34e-02,7.37e-03,5.81e-01,1.65e+00,1.45e+00,1.12e-02,7.37e-03,3.71e-02,
[E17S0],6.46e-02,5.08e-02,9.43e-03,1.37e-01,1.68e+00,1.47e+00,1.21e-02,9.43e-03,3.70e-02,
[E17S1],1.01e-01,5.06e-02,8.44e-03,5.01e-01,1.65e+00,1.43e+00,1.17e-02,8.44e-03,3.98e-02,
[E17S2],8.32e-02,6.29e-02,1.04e-02,2.04e-01,1.65e+00,1.41e+00,1.30e-02,1.04e-02,4.20e-02,
[E17S3],1.17e-01,7.93e-02,1.24e-02,3.76e-01,1.64e+00,1.42e+00,1.47e-02,1.24e-02,3.91e-02,
[E17S4],1.02e-01,5.81e-02,1.03e-02,4.35e-01,1.63e+00,1.40e+00,1.19e-02,1.03e-02,4.22e-02,
[E17S5],8.29e-02,5.65e-02,8.59e-03,2.64e-01,1.65e+00,1.44e+00,1.12e-02,8.59e-03,3.80e-02,
[E17S6],9.78e-02,6.41e-02,7.84e-03,3.37e-01,1.63e+00,1.40e+00,1.03e-02,7.84e-03,4.30e-02,
[E17S7],1.37e-01,8.10e-02,9.46e-03,5.63e-01,1.71e+00,1.48e+00,1.03e-02,9.46e-03,4.09e-02,
[E17S8],8.81e-02,8.09e-02,9.30e-03,7.17e-02,1.65e+00,1.43e+00,1.12e-02,9.30e-03,3.88e-02,
[E17S9],1.41e-01,7.22e-02,8.85e-03,6.91e-01,1.71e+00,1.49e+00,1.08e-02,8.85e-03,3.87e-02,
[E17S10],4.71e-02,6.54e-02,8.55e-03,-1.83e-01,1.74e+00,1.55e+00,1.14e-02,8.55e-03,3.41e-02,
[E17S11],1.25e-01,6.15e-02,8.27e-03,6.34e-01,1.67e+00,1.49e+00,1.17e-02,8.27e-03,3.18e-02,
[E17S12],7.88e-02,6.59e-02,7.93e-03,1.29e-01,1.68e+00,1.48e+00,9.04e-03,7.93e-03,3.79e-02,
[E17S13],1.18e-01,6.19e-02,7.78e-03,5.56e-01,1.69e+00,1.48e+00,9.25e-03,7.78e-03,3.74e-02,
[E17S14],6.32e-02,5.50e-02,6.82e-03,8.15e-02,1.64e+00,1.43e+00,9.67e-03,6.82e-03,3.85e-02,
[E17S15],1.14e-01,5.20e-02,7.12e-03,6.24e-01,1.71e+00,1.49e+00,1.04e-02,7.12e-03,3.91e-02,
[E17S16],4.01e-02,5.46e-02,7.42e-03,-1.45e-01,1.71e+00,1.51e+00,9.65e-03,7.42e-03,3.68e-02,
[E17S17],1.29e-01,5.38e-02,6.63e-03,7.51e-01,1.69e+00,1.51e+00,9.56e-03,6.63e-03,3.43e-02,
[E17S18],5.94e-02,5.57e-02,6.87e-03,3.76e-02,1.65e+00,1.46e+00,1.00e-02,6.87e-03,3.44e-02,
[E17S19],1.09e-01,5.18e-02,6.59e-03,5.71e-01,1.63e+00,1.43e+00,1.06e-02,6.59e-03,3.70e-02,
[E17S20],7.10e-02,5.30e-02,5.94e-03,1.80e-01,1.68e+00,1.47e+00,9.51e-03,5.94e-03,3.79e-02,
[E17S21],9.70e-02,5.47e-02,6.84e-03,4.23e-01,1.66e+00,1.44e+00,9.18e-03,6.84e-03,3.98e-02,
[E17S22],8.39e-02,5.23e-02,6.58e-03,3.17e-01,1.59e+00,1.37e+00,9.97e-03,6.58e-03,4.00e-02,
[E17S23],9.33e-02,5.44e-02,7.98e-03,3.89e-01,1.63e+00,1.41e+00,1.09e-02,7.98e-03,3.91e-02,
[E17S24],7.30e-02,5.27e-02,8.17e-03,2.03e-01,1.65e+00,1.43e+00,1.16e-02,8.17e-03,4.01e-02,
[E17S25],1.26e-01,6.06e-02,8.55e-03,6.56e-01,1.67e+00,1.46e+00,1.07e-02,8.55e-03,3.89e-02,
[E17S26],4.26e-02,5.10e-02,7.66e-03,-8.34e-02,1.74e+00,1.53e+00,1.10e-02,7.66e-03,3.76e-02,
[E17S27],1.24e-01,5.29e-02,8.51e-03,7.15e-01,1.62e+00,1.42e+00,1.14e-02,8.51e-03,3.64e-02,
[E17S28],5.19e-02,5.30e-02,8.36e-03,-1.18e-02,1.66e+00,1.46e+00,1.14e-02,8.36e-03,3.59e-02,
[E17S29],1.12e-01,5.18e-02,8.23e-03,6.06e-01,1.63e+00,1.43e+00,1.11e-02,8.23e-03,3.69e-02,
[E17S30],7.67e-02,6.53e-02,8.42e-03,1.14e-01,1.67e+00,1.47e+00,1.08e-02,8.42e-03,3.61e-02,
[E17S31],1.35e-01,7.93e-02,7.57e-03,5.56e-01,1.66e+00,1.45e+00,9.22e-03,7.57e-03,3.91e-02,
[E17S32],9.58e-02,7.27e-02,9.50e-03,2.30e-01,1.58e+00,1.37e+00,1.09e-02,9.50e-03,3.66e-02,
[E17S33],1.27e-01,6.34e-02,8.49e-03,6.38e-01,1.67e+00,1.43e+00,1.05e-02,8.49e-03,4.28e-02,
[E17S34],4.88e-02,5.75e-02,8.46e-03,-8.62e-02,1.72e+00,1.53e+00,1.14e-02,8.46e-03,3.35e-02,
[E17S35],8.30e-02,5.45e-02,6.66e-03,2.85e-01,1.65e+00,1.46e+00,9.06e-03,6.66e-03,3.49e-02,
[E17S36],1.01e-01,5.26e-02,6.77e-03,4.83e-01,1.62e+00,1.41e+00,9.32e-03,6.77e-03,3.94e-02,
[E17S37],6.10e-02,5.04e-02,6.96e-03,1.06e-01,1.69e+00,1.48e+00,1.03e-02,6.96e-03,3.79e-02,
[E17S38],8.22e-02,5.52e-02,8.37e-03,2.71e-01,1.64e+00,1.43e+00,1.04e-02,8.37e-03,3.93e-02,
[E17S39],1.00e-01,6.14e-02,7.74e-03,3.90e-01,1.70e+00,1.48e+00,1.06e-02,7.74e-03,4.01e-02,
[E17S40],8.04e-02,5.37e-02,7.67e-03,2.67e-01,1.66e+00,1.45e+00,1.14e-02,7.67e-03,3.78e-02,
[E17S41],1.00e-01,5.43e-02,9.00e-03,4.61e-01,1.61e+00,1.39e+00,1.17e-02,9.00e-03,3.96e-02,
[E17S42],8.07e-02,5.48e-02,8.05e-03,2.58e-01,1.67e+00,1.47e+00,1.08e-02,8.05e-03,3.75e-02,
[E17S43],9.73e-02,5.23e-02,7.66e-03,4.50e-01,1.68e+00,1.45e+00,1.11e-02,7.66e-03,4.19e-02,
[E17S44],5.95e-02,5.46e-02,7.60e-03,4.84e-02,1.65e+00,1.44e+00,1.10e-02,7.60e-03,3.85e-02,
[E17S45],1.41e-01,6.24e-02,7.40e-03,7.82e-01,1.68e+00,1.47e+00,1.02e-02,7.40e-03,3.91e-02,
[E17S46],3.21e-02,5.27e-02,7.95e-03,-2.06e-01,1.77e+00,1.59e+00,1.09e-02,7.95e-03,3.20e-02,
[E17S47],1.07e-01,5.22e-02,7.73e-03,5.49e-01,1.71e+00,1.55e+00,1.18e-02,7.73e-03,2.84e-02,
[E17S48],8.51e-02,5.44e-02,6.49e-03,3.07e-01,1.55e+00,1.35e+00,9.01e-03,6.49e-03,3.81e-02,
[E17S49],1.07e-01,5.29e-02,6.72e-03,5.43e-01,1.64e+00,1.42e+00,9.79e-03,6.72e-03,3.91e-02,
[E17S50],7.47e-02,5.57e-02,7.98e-03,1.90e-01,1.60e+00,1.38e+00,1.06e-02,7.98e-03,3.85e-02,
[E17S51],1.01e-01,5.05e-02,7.17e-03,5.00e-01,1.74e+00,1.52e+00,1.15e-02,7.17e-03,3.98e-02,
[E17S52],6.49e-02,5.36e-02,6.41e-03,1.13e-01,1.64e+00,1.43e+00,9.51e-03,6.41e-03,3.91e-02,
[E17S53],1.30e-01,5.09e-02,6.24e-03,7.93e-01,1.65e+00,1.44e+00,9.92e-03,6.24e-03,3.97e-02,
[E17S54],2.12e-02,5.19e-02,8.22e-03,-3.07e-01,1.78e+00,1.60e+00,1.14e-02,8.22e-03,3.20e-02,
[E17S55],1.12e-01,5.38e-02,7.76e-03,5.85e-01,1.65e+00,1.49e+00,1.11e-02,7.76e-03,2.83e-02,
[E17S56],8.11e-02,5.29e-02,6.68e-03,2.82e-01,1.64e+00,1.43e+00,9.44e-03,6.68e-03,3.78e-02,
[E17S57],1.01e-01,5.34e-02,7.12e-03,4.73e-01,1.66e+00,1.45e+00,1.14e-02,7.12e-03,3.79e-02,
[E17S58],7.35e-02,5.18e-02,7.17e-03,2.17e-01,1.69e+00,1.48e+00,9.52e-03,7.17e-03,3.96e-02,
[E17S59],9.35e-02,5.04e-02,6.69e-03,4.31e-01,1.66e+00,1.46e+00,1.01e-02,6.69e-03,3.74e-02,
[E17S60],8.85e-02,5.36e-02,6.38e-03,3.49e-01,1.59e+00,1.38e+00,9.02e-03,6.38e-03,4.01e-02,
[E17S61],8.97e-02,5.14e-02,7.66e-03,3.83e-01,1.65e+00,1.43e+00,1.01e-02,7.66e-03,4.04e-02,
[E17S62],7.41e-02,4.93e-02,7.93e-03,2.48e-01,1.69e+00,1.47e+00,1.15e-02,7.93e-03,4.00e-02,
[E17S63],8.46e-02,5.46e-02,8.33e-03,3.00e-01,1.67e+00,1.45e+00,1.17e-02,8.33e-03,3.94e-02,
[E17S64],1.32e-01,7.91e-02,7.54e-03,5.34e-01,1.71e+00,1.48e+00,9.87e-03,7.54e-03,4.15e-02,
[E17S65],4.51e-02,5.67e-02,8.65e-03,-1.16e-01,1.67e+00,1.46e+00,1.09e-02,8.65e-03,3.77e-02,
[E17S66],1.21e-01,5.48e-02,8.68e-03,6.65e-01,1.70e+00,1.52e+00,1.10e-02,8.68e-03,3.13e-02,
[E17S67],7.97e-02,5.56e-02,7.27e-03,2.40e-01,1.61e+00,1.41e+00,1.07e-02,7.27e-03,3.68e-02,
[E17S68],1.13e-01,5.35e-02,7.49e-03,5.97e-01,1.61e+00,1.39e+00,1.07e-02,7.49e-03,3.97e-02,
[E17S69],5.65e-02,5.19e-02,8.14e-03,4.61e-02,1.68e+00,1.47e+00,1.06e-02,8.14e-03,3.83e-02,
[E17S70],1.27e-01,5.32e-02,8.44e-03,7.37e-01,1.70e+00,1.49e+00,1.21e-02,8.44e-03,3.82e-02,
[E17S71],4.06e-02,5.31e-02,9.82e-03,-1.24e-01,1.72e+00,1.52e+00,1.30e-02,9.82e-03,3.57e-02,
[E17S72],1.18e-01,5.25e-02,9.57e-03,6.55e-01,1.62e+00,1.43e+00,1.34e-02,9.57e-03,3.38e-02,
[E17S73],5.45e-02,5.12e-02,1.01e-02,3.34e-02,1.65e+00,1.44e+00,1.15e-02,1.01e-02,3.80e-02,
[E17S74],1.07e-01,5.43e-02,9.44e-03,5.23e-01,1.64e+00,1.43e+00,1.34e-02,9.44e-03,3.77e-02,
[E17S75],8.19e-02,5.02e-02,8.80e-03,3.17e-01,1.64e+00,1.43e+00,1.12e-02,8.80e-03,3.86e-02,
[E17S76],1.10e-01,5.85e-02,7.33e-03,5.17e-01,1.62e+00,1.40e+00,9.96e-03,7.33e-03,4.07e-02,
[E17S77],8.01e-02,5.86e-02,8.05e-03,2.15e-01,1.63e+00,1.41e+00,1.01e-02,8.05e-03,3.94e-02,
[E17S78],1.20e-01,5.39e-02,7.25e-03,6.58e-01,1.64e+00,1.42e+00,1.10e-02,7.25e-03,3.92e-02,
[E17S79],6.12e-02,5.61e-02,6.99e-03,5.10e-02,1.68e+00,1.47e+00,1.00e-02,6.99e-03,3.92e-02,
[E17S80],1.07e-01,5.21e-02,6.90e-03,5.47e-01,1.64e+00,1.42e+00,9.85e-03,6.90e-03,4.07e-02,
[E17S81],5.72e-02,5.06e-02,7.56e-03,6.61e-02,1.69e+00,1.48e+00,1.08e-02,7.56e-03,3.82e-02,
[E17S82],1.16e-01,5.69e-02,8.38e-03,5.94e-01,1.66e+00,1.44e+00,1.19e-02,8.38e-03,3.83e-02,
[E17S83],5.41e-02,5.04e-02,7.81e-03,3.72e-02,1.69e+00,1.47e+00,1.07e-02,7.81e-03,3.92e-02,
[E17S84],1.16e-01,5.26e-02,8.03e-03,6.37e-01,1.67e+00,1.45e+00,1.14e-02,8.03e-03,3.89e-02,
[E18S0],6.06e-02,5.04e-02,8.07e-03,1.02e-01,1.66e+00,1.44e+00,1.16e-02,8.07e-03,3.87e-02,
[E18S1],1.01e-01,5.44e-02,8.60e-03,4.70e-01,1.60e+00,1.39e+00,1.16e-02,8.60e-03,3.98e-02,
[E18S2],8.24e-02,5.36e-02,8.45e-03,2.88e-01,1.57e+00,1.35e+00,1.10e-02,8.45e-03,3.89e-02,
[E18S3],1.14e-01,5.27e-02,6.73e-03,6.18e-01,1.64e+00,1.41e+00,9.76e-03,6.73e-03,4.21e-02,
[E18S4],4.44e-02,5.61e-02,7.30e-03,-1.17e-01,1.69e+00,1.49e+00,1.08e-02,7.30e-03,3.61e-02,
[E18S5],1.01e-01,4.96e-02,6.70e-03,5.15e-01,1.60e+00,1.40e+00,9.42e-03,6.70e-03,3.64e-02,
[E18S6],6.18e-02,4.93e-02,6.11e-03,1.24e-01,1.69e+00,1.47e+00,9.34e-03,6.11e-03,4.16e-02,
[E18S7],1.08e-01,5.55e-02,6.80e-03,5.23e-01,1.58e+00,1.37e+00,1.03e-02,6.80e-03,3.90e-02,
[E18S8],7.62e-02,5.36e-02,6.95e-03,2.26e-01,1.64e+00,1.42e+00,1.05e-02,6.95e-03,4.10e-02,
[E18S9],9.95e-02,5.11e-02,6.96e-03,4.84e-01,1.62e+00,1.39e+00,9.38e-03,6.96e-03,4.12e-02,
[E18S10],7.60e-02,5.21e-02,6.54e-03,2.39e-01,1.64e+00,1.42e+00,8.27e-03,6.54e-03,4.10e-02,
[E18S11],1.11e-01,6.00e-02,7.83e-03,5.06e-01,1.71e+00,1.48e+00,9.98e-03,7.83e-03,4.15e-02,
[E18S12],6.62e-02,5.08e-02,6.13e-03,1.53e-01,1.65e+00,1.44e+00,1.02e-02,6.13e-03,3.97e-02,
[E18S13],1.03e-01,5.21e-02,6.42e-03,5.05e-01,1.63e+00,1.40e+00,9.28e-03,6.42e-03,4.16e-02,
[E18S14],6.92e-02,4.98e-02,6.83e-03,1.94e-01,1.71e+00,1.49e+00,1.00e-02,6.83e-03,3.99e-02,
[E18S15],9.26e-02,5.36e-02,6.71e-03,3.90e-01,1.61e+00,1.38e+00,9.97e-03,6.71e-03,4.17e-02,
[E18S16],9.24e-02,5.47e-02,7.11e-03,3.76e-01,1.70e+00,1.48e+00,1.06e-02,7.11e-03,4.18e-02,
[E18S17],8.17e-02,5.15e-02,6.60e-03,3.02e-01,1.61e+00,1.39e+00,9.76e-03,6.60e-03,4.16e-02,
[E18S18],9.75e-02,5.24e-02,7.03e-03,4.51e-01,1.62e+00,1.40e+00,9.95e-03,7.03e-03,4.16e-02,
[E18S19],6.68e-02,5.11e-02,7.18e-03,1.57e-01,1.66e+00,1.44e+00,1.02e-02,7.18e-03,3.98e-02,
[E18S20],1.15e-01,5.37e-02,7.07e-03,6.12e-01,1.66e+00,1.45e+00,9.67e-03,7.07e-03,3.98e-02,
[E18S21],5.56e-02,5.50e-02,7.52e-03,6.05e-03,1.67e+00,1.46e+00,9.70e-03,7.52e-03,3.87e-02,
[E18S22],1.25e-01,5.25e-02,7.41e-03,7.29e-01,1.69e+00,1.47e+00,1.19e-02,7.41e-03,3.90e-02,
[E18S23],4.17e-02,5.20e-02,8.12e-03,-1.03e-01,1.72e+00,1.52e+00,1.18e-02,8.12e-03,3.47e-02,
[E18S24],1.02e-01,5.69e-02,6.88e-03,4.55e-01,1.62e+00,1.43e+00,1.01e-02,6.88e-03,3.42e-02,
[E18S25],7.61e-02,5.15e-02,6.12e-03,2.47e-01,1.64e+00,1.41e+00,9.57e-03,6.12e-03,4.23e-02,
[E18S26],9.56e-02,5.09e-02,6.51e-03,4.47e-01,1.62e+00,1.41e+00,1.02e-02,6.51e-03,3.97e-02,
[E18S27],7.47e-02,5.21e-02,6.52e-03,2.26e-01,1.64e+00,1.40e+00,8.92e-03,6.52e-03,4.41e-02,
[E18S28],1.09e-01,5.33e-02,7.74e-03,5.53e-01,1.66e+00,1.45e+00,1.17e-02,7.74e-03,3.94e-02,
[E18S29],6.23e-02,5.12e-02,8.48e-03,1.12e-01,1.63e+00,1.40e+00,1.15e-02,8.48e-03,4.12e-02,
[E18S30],1.39e-01,5.24e-02,1.03e-02,8.61e-01,1.74e+00,1.52e+00,1.38e-02,1.03e-02,3.92e-02,
[E18S31],3.30e-02,4.93e-02,1.00e-02,-1.63e-01,1.73e+00,1.55e+00,1.36e-02,1.00e-02,3.15e-02,
[E18S32],8.81e-02,5.22e-02,1.08e-02,3.59e-01,1.61e+00,1.42e+00,1.45e-02,1.08e-02,3.29e-02,
[E18S33],7.53e-02,5.24e-02,1.25e-02,2.29e-01,1.64e+00,1.41e+00,1.45e-02,1.25e-02,4.12e-02,
[E18S34],1.06e-01,5.32e-02,1.18e-02,5.32e-01,1.64e+00,1.41e+00,1.55e-02,1.18e-02,4.02e-02,
[E18S35],7.14e-02,5.21e-02,1.01e-02,1.93e-01,1.62e+00,1.39e+00,1.20e-02,1.01e-02,4.10e-02,
[E18S36],1.11e-01,5.10e-02,7.97e-03,6.00e-01,1.69e+00,1.47e+00,1.05e-02,7.97e-03,4.11e-02,
[E18S37],5.19e-02,5.33e-02,7.67e-03,-1.43e-02,1.74e+00,1.53e+00,1.05e-02,7.67e-03,3.80e-02,
[E18S38],1.06e-01,5.53e-02,7.89e-03,5.06e-01,1.62e+00,1.42e+00,1.16e-02,7.89e-03,3.73e-02,
[E18S39],6.83e-02,5.63e-02,8.32e-03,1.20e-01,1.66e+00,1.43e+00,1.11e-02,8.32e-03,4.22e-02,
[E18S40],1.09e-01,5.12e-02,7.09e-03,5.81e-01,1.65e+00,1.44e+00,1.14e-02,7.09e-03,3.91e-02,
[E18S41],5.53e-02,5.34e-02,8.23e-03,1.88e-02,1.72e+00,1.51e+00,1.09e-02,8.23e-03,3.86e-02,
[E18S42],9.78e-02,4.85e-02,7.61e-03,4.93e-01,1.67e+00,1.46e+00,1.07e-02,7.61e-03,3.79e-02,
[E18S43],7.65e-02,4.94e-02,7.13e-03,2.71e-01,1.67e+00,1.45e+00,1.02e-02,7.13e-03,4.11e-02,
[E18S44],8.54e-02,4.88e-02,6.31e-03,3.65e-01,1.63e+00,1.40e+00,9.16e-03,6.31e-03,4.16e-02,
[E18S45],8.79e-02,5.35e-02,7.98e-03,3.44e-01,1.63e+00,1.41e+00,1.08e-02,7.98e-03,4.16e-02,
[E18S46],7.95e-02,4.99e-02,6.96e-03,2.95e-01,1.69e+00,1.47e+00,1.09e-02,6.96e-03,4.16e-02,
[E18S47],8.77e-02,5.06e-02,7.64e-03,3.71e-01,1.62e+00,1.40e+00,1.02e-02,7.64e-03,4.08e-02,
[E18S48],7.86e-02,5.67e-02,6.86e-03,2.18e-01,1.68e+00,1.45e+00,1.01e-02,6.86e-03,4.17e-02,
[E18S49],1.05e-01,5.70e-02,7.61e-03,4.84e-01,1.63e+00,1.41e+00,9.05e-03,7.61e-03,3.95e-02,
[E18S50],9.60e-02,5.64e-02,7.53e-03,3.96e-01,1.62e+00,1.40e+00,1.10e-02,7.53e-03,4.19e-02,
[E18S51],9.91e-02,5.40e-02,6.97e-03,4.51e-01,1.65e+00,1.43e+00,9.46e-03,6.97e-03,4.15e-02,
